AAPL,2021-10-11 10:54:00 +0300 MSK,112.093206,112.093206,108.492750,108.492750
SBER,2021-10-11 10:54:00 +0300 MSK,218.810182,218.810182,213.736461,213.736461
NVDA,2021-10-11 10:54:00 +0300 MSK,313.291201,313.291201,301.312740,301.312740
TSLA,2021-10-11 10:54:00 +0300 MSK,408.754284,408.754284,403.130385,403.130385
AAPL,2021-10-11 10:54:00 +0300 MSK,101.939390,104.285277,101.939390,104.285277
SBER,2021-10-11 10:54:00 +0300 MSK,206.018237,207.613144,206.018237,207.613144
NVDA,2021-10-11 10:54:00 +0300 MSK,310.304253,310.304253,306.361163,306.361163
TSLA,2021-10-11 10:54:00 +0300 MSK,416.272799,416.272799,409.377797,409.377797
AAPL,2021-10-11 10:54:00 +0300 MSK,105.660683,105.660683,104.063738,104.063738
SBER,2021-10-11 10:54:00 +0300 MSK,205.862037,207.217428,205.862037,207.217428
NVDA,2021-10-11 10:54:00 +0300 MSK,313.581694,313.581694,311.413466,311.413466
TSLA,2021-10-11 10:54:00 +0300 MSK,404.371061,417.249829,404.371061,417.249829
AAPL,2021-10-11 10:54:00 +0300 MSK,105.862285,117.306700,105.862285,117.306700
SBER,2021-10-11 10:54:00 +0300 MSK,205.941651,213.934383,205.941651,213.934383
NVDA,2021-10-11 10:54:00 +0300 MSK,315.051461,315.051461,310.476406,310.476406
TSLA,2021-10-11 10:54:00 +0300 MSK,404.131653,404.131653,400.566062,400.566062
AAPL,2021-10-11 10:56:00 +0300 MSK,103.166566,111.896172,103.166566,111.896172
SBER,2021-10-11 10:56:00 +0300 MSK,212.145069,212.145069,201.182413,201.182413
NVDA,2021-10-11 10:56:00 +0300 MSK,319.504832,319.504832,313.840492,313.840492
TSLA,2021-10-11 10:56:00 +0300 MSK,401.589072,406.030454,401.589072,406.030454
AAPL,2021-10-11 10:56:00 +0300 MSK,103.465325,108.463044,103.465325,108.463044
SBER,2021-10-11 10:56:00 +0300 MSK,210.821997,210.821997,210.611714,210.611714
NVDA,2021-10-11 10:56:00 +0300 MSK,310.883111,310.883111,305.070810,305.070810
TSLA,2021-10-11 10:56:00 +0300 MSK,405.570152,405.641620,405.570152,405.641620
AAPL,2021-10-11 10:56:00 +0300 MSK,115.772098,117.887235,115.772098,117.887235
SBER,2021-10-11 10:56:00 +0300 MSK,207.236110,207.236110,201.949092,201.949092
NVDA,2021-10-11 10:56:00 +0300 MSK,317.610862,319.538337,317.610862,319.538337
TSLA,2021-10-11 10:56:00 +0300 MSK,405.942245,405.942245,401.485820,401.485820
AAPL,2021-10-11 10:56:00 +0300 MSK,104.445788,118.656929,104.445788,118.656929
SBER,2021-10-11 10:56:00 +0300 MSK,213.621566,214.836979,213.621566,214.836979
NVDA,2021-10-11 10:56:00 +0300 MSK,304.830302,316.021101,304.830302,316.021101
TSLA,2021-10-11 10:56:00 +0300 MSK,406.230449,414.604630,406.230449,414.604630
AAPL,2021-10-11 10:56:00 +0300 MSK,103.658498,119.578587,103.658498,119.578587
