AAPL,2021-10-11 10:55:00 +0300 MSK,112.093206,112.093206,112.093206,112.093206
SBER,2021-10-11 10:55:00 +0300 MSK,218.810182,218.810182,218.810182,218.810182
NVDA,2021-10-11 10:55:00 +0300 MSK,313.291201,313.291201,313.291201,313.291201
TSLA,2021-10-11 10:55:00 +0300 MSK,408.754284,408.754284,408.754284,408.754284
AAPL,2021-10-11 10:55:00 +0300 MSK,108.492750,108.492750,108.492750,108.492750
SBER,2021-10-11 10:55:00 +0300 MSK,213.736461,213.736461,213.736461,213.736461
NVDA,2021-10-11 10:55:00 +0300 MSK,301.312740,301.312740,301.312740,301.312740
TSLA,2021-10-11 10:55:00 +0300 MSK,403.130385,403.130385,403.130385,403.130385
AAPL,2021-10-11 10:55:00 +0300 MSK,101.939390,101.939390,101.939390,101.939390
SBER,2021-10-11 10:55:00 +0300 MSK,206.018237,206.018237,206.018237,206.018237
NVDA,2021-10-11 10:55:00 +0300 MSK,310.304253,310.304253,310.304253,310.304253
TSLA,2021-10-11 10:55:00 +0300 MSK,416.272799,416.272799,416.272799,416.272799
AAPL,2021-10-11 10:55:00 +0300 MSK,104.285277,104.285277,104.285277,104.285277
SBER,2021-10-11 10:55:00 +0300 MSK,207.613144,207.613144,207.613144,207.613144
NVDA,2021-10-11 10:55:00 +0300 MSK,306.361163,306.361163,306.361163,306.361163
TSLA,2021-10-11 10:55:00 +0300 MSK,409.377797,409.377797,409.377797,409.377797
AAPL,2021-10-11 10:55:00 +0300 MSK,105.660683,105.660683,105.660683,105.660683
SBER,2021-10-11 10:55:00 +0300 MSK,205.862037,205.862037,205.862037,205.862037
NVDA,2021-10-11 10:55:00 +0300 MSK,313.581694,313.581694,313.581694,313.581694
TSLA,2021-10-11 10:55:00 +0300 MSK,404.371061,404.371061,404.371061,404.371061
AAPL,2021-10-11 10:55:00 +0300 MSK,104.063738,104.063738,104.063738,104.063738
SBER,2021-10-11 10:55:00 +0300 MSK,207.217428,207.217428,207.217428,207.217428
NVDA,2021-10-11 10:55:00 +0300 MSK,311.413466,311.413466,311.413466,311.413466
TSLA,2021-10-11 10:55:00 +0300 MSK,417.249829,417.249829,417.249829,417.249829
AAPL,2021-10-11 10:55:00 +0300 MSK,105.862285,105.862285,105.862285,105.862285
SBER,2021-10-11 10:55:00 +0300 MSK,205.941651,205.941651,205.941651,205.941651
NVDA,2021-10-11 10:55:00 +0300 MSK,315.051461,315.051461,315.051461,315.051461
TSLA,2021-10-11 10:55:00 +0300 MSK,404.131653,404.131653,404.131653,404.131653
AAPL,2021-10-11 10:56:00 +0300 MSK,117.306700,117.306700,117.306700,117.306700
SBER,2021-10-11 10:56:00 +0300 MSK,213.934383,213.934383,213.934383,213.934383
NVDA,2021-10-11 10:56:00 +0300 MSK,310.476406,310.476406,310.476406,310.476406
TSLA,2021-10-11 10:56:00 +0300 MSK,400.566062,400.566062,400.566062,400.566062
AAPL,2021-10-11 10:56:00 +0300 MSK,103.166566,103.166566,103.166566,103.166566
SBER,2021-10-11 10:56:00 +0300 MSK,212.145069,212.145069,212.145069,212.145069
NVDA,2021-10-11 10:56:00 +0300 MSK,319.504832,319.504832,319.504832,319.504832
TSLA,2021-10-11 10:56:00 +0300 MSK,401.589072,401.589072,401.589072,401.589072
AAPL,2021-10-11 10:56:00 +0300 MSK,111.896172,111.896172,111.896172,111.896172
SBER,2021-10-11 10:56:00 +0300 MSK,201.182413,201.182413,201.182413,201.182413
NVDA,2021-10-11 10:56:00 +0300 MSK,313.840492,313.840492,313.840492,313.840492
TSLA,2021-10-11 10:56:00 +0300 MSK,406.030454,406.030454,406.030454,406.030454
AAPL,2021-10-11 10:56:00 +0300 MSK,103.465325,103.465325,103.465325,103.465325
SBER,2021-10-11 10:56:00 +0300 MSK,210.821997,210.821997,210.821997,210.821997
NVDA,2021-10-11 10:56:00 +0300 MSK,310.883111,310.883111,310.883111,310.883111
TSLA,2021-10-11 10:56:00 +0300 MSK,405.570152,405.570152,405.570152,405.570152
AAPL,2021-10-11 10:56:00 +0300 MSK,108.463044,108.463044,108.463044,108.463044
SBER,2021-10-11 10:56:00 +0300 MSK,210.611714,210.611714,210.611714,210.611714
NVDA,2021-10-11 10:56:00 +0300 MSK,305.070810,305.070810,305.070810,305.070810
TSLA,2021-10-11 10:56:00 +0300 MSK,405.641620,405.641620,405.641620,405.641620
AAPL,2021-10-11 10:56:00 +0300 MSK,115.772098,115.772098,115.772098,115.772098
SBER,2021-10-11 10:56:00 +0300 MSK,207.236110,207.236110,207.236110,207.236110
NVDA,2021-10-11 10:56:00 +0300 MSK,317.610862,317.610862,317.610862,317.610862
TSLA,2021-10-11 10:56:00 +0300 MSK,405.942245,405.942245,405.942245,405.942245
AAPL,2021-10-11 10:56:00 +0300 MSK,117.887235,117.887235,117.887235,117.887235
SBER,2021-10-11 10:56:00 +0300 MSK,201.949092,201.949092,201.949092,201.949092
NVDA,2021-10-11 10:56:00 +0300 MSK,319.538337,319.538337,319.538337,319.538337
TSLA,2021-10-11 10:56:00 +0300 MSK,401.485820,401.485820,401.485820,401.485820
AAPL,2021-10-11 10:56:00 +0300 MSK,104.445788,104.445788,104.445788,104.445788
SBER,2021-10-11 10:56:00 +0300 MSK,213.621566,213.621566,213.621566,213.621566
NVDA,2021-10-11 10:56:00 +0300 MSK,304.830302,304.830302,304.830302,304.830302
TSLA,2021-10-11 10:56:00 +0300 MSK,406.230449,406.230449,406.230449,406.230449
AAPL,2021-10-11 10:57:00 +0300 MSK,118.656929,118.656929,118.656929,118.656929
SBER,2021-10-11 10:57:00 +0300 MSK,214.836979,214.836979,214.836979,214.836979
NVDA,2021-10-11 10:57:00 +0300 MSK,316.021101,316.021101,316.021101,316.021101
TSLA,2021-10-11 10:57:00 +0300 MSK,414.604630,414.604630,414.604630,414.604630
AAPL,2021-10-11 10:57:00 +0300 MSK,103.658498,103.658498,103.658498,103.658498
SBER,2021-10-11 10:57:00 +0300 MSK,208.567142,208.567142,208.567142,208.567142
NVDA,2021-10-11 10:57:00 +0300 MSK,317.939839,317.939839,317.939839,317.939839
TSLA,2021-10-11 10:57:00 +0300 MSK,413.653070,413.653070,413.653070,413.653070
AAPL,2021-10-11 10:57:00 +0300 MSK,119.578587,119.578587,119.578587,119.578587
SBER,2021-10-11 10:57:00 +0300 MSK,218.444245,218.444245,218.444245,218.444245
NVDA,2021-10-11 10:57:00 +0300 MSK,301.816746,301.816746,301.816746,301.816746
TSLA,2021-10-11 10:57:00 +0300 MSK,409.862840,409.862840,409.862840,409.862840
AAPL,2021-10-11 10:57:00 +0300 MSK,118.539736,118.539736,118.539736,118.539736
SBER,2021-10-11 10:57:00 +0300 MSK,219.098909,219.098909,219.098909,219.098909
NVDA,2021-10-11 10:57:00 +0300 MSK,306.959079,306.959079,306.959079,306.959079
TSLA,2021-10-11 10:57:00 +0300 MSK,413.816777,413.816777,413.816777,413.816777
AAPL,2021-10-11 10:57:00 +0300 MSK,114.218144,114.218144,114.218144,114.218144
SBER,2021-10-11 10:57:00 +0300 MSK,211.275592,211.275592,211.275592,211.275592
NVDA,2021-10-11 10:57:00 +0300 MSK,312.989789,312.989789,312.989789,312.989789
TSLA,2021-10-11 10:57:00 +0300 MSK,411.035301,411.035301,411.035301,411.035301
AAPL,2021-10-11 10:57:00 +0300 MSK,115.116470,115.116470,115.116470,115.116470
SBER,2021-10-11 10:57:00 +0300 MSK,208.076066,208.076066,208.076066,208.076066
NVDA,2021-10-11 10:57:00 +0300 MSK,302.613022,302.613022,302.613022,302.613022
TSLA,2021-10-11 10:57:00 +0300 MSK,419.719295,419.719295,419.719295,419.719295
AAPL,2021-10-11 10:57:00 +0300 MSK,117.926835,117.926835,117.926835,117.926835
SBER,2021-10-11 10:57:00 +0300 MSK,206.441679,206.441679,206.441679,206.441679
NVDA,2021-10-11 10:57:00 +0300 MSK,314.422955,314.422955,314.422955,314.422955
TSLA,2021-10-11 10:57:00 +0300 MSK,412.890796,412.890796,412.890796,412.890796
AAPL,2021-10-11 10:57:00 +0300 MSK,101.710410,101.710410,101.710410,101.710410
SBER,2021-10-11 10:57:00 +0300 MSK,213.391506,213.391506,213.391506,213.391506
NVDA,2021-10-11 10:57:00 +0300 MSK,312.454566,312.454566,312.454566,312.454566
TSLA,2021-10-11 10:57:00 +0300 MSK,407.393857,407.393857,407.393857,407.393857
AAPL,2021-10-11 10:58:00 +0300 MSK,104.736451,104.736451,104.736451,104.736451
SBER,2021-10-11 10:58:00 +0300 MSK,210.705638,210.705638,210.705638,210.705638
NVDA,2021-10-11 10:58:00 +0300 MSK,303.744922,303.744922,303.744922,303.744922
TSLA,2021-10-11 10:58:00 +0300 MSK,404.776814,404.776814,404.776814,404.776814
AAPL,2021-10-11 10:58:00 +0300 MSK,112.561963,112.561963,112.561963,112.561963
SBER,2021-10-11 10:58:00 +0300 MSK,202.535059,202.535059,202.535059,202.535059
NVDA,2021-10-11 10:58:00 +0300 MSK,305.626606,305.626606,305.626606,305.626606
TSLA,2021-10-11 10:58:00 +0300 MSK,408.206457,408.206457,408.206457,408.206457
AAPL,2021-10-11 10:58:00 +0300 MSK,108.698249,108.698249,108.698249,108.698249
SBER,2021-10-11 10:58:00 +0300 MSK,212.501901,212.501901,212.501901,212.501901
NVDA,2021-10-11 10:58:00 +0300 MSK,311.002938,311.002938,311.002938,311.002938
TSLA,2021-10-11 10:58:00 +0300 MSK,412.472177,412.472177,412.472177,412.472177
AAPL,2021-10-11 10:58:00 +0300 MSK,114.583615,114.583615,114.583615,114.583615
SBER,2021-10-11 10:58:00 +0300 MSK,216.610678,216.610678,216.610678,216.610678
NVDA,2021-10-11 10:58:00 +0300 MSK,300.010276,300.010276,300.010276,300.010276
TSLA,2021-10-11 10:58:00 +0300 MSK,414.721372,414.721372,414.721372,414.721372
AAPL,2021-10-11 10:58:00 +0300 MSK,107.999675,107.999675,107.999675,107.999675
SBER,2021-10-11 10:58:00 +0300 MSK,209.957362,209.957362,209.957362,209.957362
NVDA,2021-10-11 10:58:00 +0300 MSK,312.079562,312.079562,312.079562,312.079562
TSLA,2021-10-11 10:58:00 +0300 MSK,408.192366,408.192366,408.192366,408.192366
AAPL,2021-10-11 10:58:00 +0300 MSK,100.593426,100.593426,100.593426,100.593426
SBER,2021-10-11 10:58:00 +0300 MSK,200.038078,200.038078,200.038078,200.038078
NVDA,2021-10-11 10:58:00 +0300 MSK,300.056861,300.056861,300.056861,300.056861
TSLA,2021-10-11 10:58:00 +0300 MSK,418.316426,418.316426,418.316426,418.316426
AAPL,2021-10-11 10:59:00 +0300 MSK,111.796684,111.796684,109.168850,109.168850
SBER,2021-10-11 10:59:00 +0300 MSK,211.187849,212.003312,211.187849,212.003312
NVDA,2021-10-11 10:59:00 +0300 MSK,316.308103,316.308103,300.525303,300.525303
TSLA,2021-10-11 10:59:00 +0300 MSK,417.560235,417.560235,416.916656,416.916656
AAPL,2021-10-11 10:59:00 +0300 MSK,104.993864,104.993864,104.993864,104.993864
SBER,2021-10-11 10:59:00 +0300 MSK,212.835686,212.835686,212.835686,212.835686
NVDA,2021-10-11 10:59:00 +0300 MSK,304.949332,304.949332,304.949332,304.949332
TSLA,2021-10-11 10:59:00 +0300 MSK,403.473117,403.473117,403.473117,403.473117
AAPL,2021-10-11 10:59:00 +0300 MSK,111.852475,111.852475,111.852475,111.852475
SBER,2021-10-11 10:59:00 +0300 MSK,216.287891,216.287891,216.287891,216.287891
NVDA,2021-10-11 10:59:00 +0300 MSK,313.876763,313.876763,313.876763,313.876763
TSLA,2021-10-11 10:59:00 +0300 MSK,400.606451,400.606451,400.606451,400.606451
AAPL,2021-10-11 10:59:00 +0300 MSK,110.784202,110.784202,110.784202,110.784202
SBER,2021-10-11 10:59:00 +0300 MSK,219.513496,219.513496,219.513496,219.513496
NVDA,2021-10-11 10:59:00 +0300 MSK,315.015261,315.015261,315.015261,315.015261
TSLA,2021-10-11 10:59:00 +0300 MSK,405.880126,405.880126,405.880126,405.880126
AAPL,2021-10-11 10:59:00 +0300 MSK,115.063226,115.063226,115.063226,115.063226
SBER,2021-10-11 10:59:00 +0300 MSK,203.019281,203.019281,203.019281,203.019281
NVDA,2021-10-11 10:59:00 +0300 MSK,307.115345,307.115345,307.115345,307.115345
TSLA,2021-10-11 10:59:00 +0300 MSK,416.638617,416.638617,416.638617,416.638617
AAPL,2021-10-11 10:59:00 +0300 MSK,104.636601,104.636601,104.636601,104.636601
SBER,2021-10-11 10:59:00 +0300 MSK,212.556692,212.556692,212.556692,212.556692
NVDA,2021-10-11 10:59:00 +0300 MSK,309.967886,309.967886,309.967886,309.967886
TSLA,2021-10-11 10:59:00 +0300 MSK,401.796722,401.796722,401.796722,401.796722
AAPL,2021-10-11 10:59:00 +0300 MSK,100.503879,100.503879,100.503879,100.503879
SBER,2021-10-11 10:59:00 +0300 MSK,207.844324,207.844324,207.844324,207.844324
NVDA,2021-10-11 10:59:00 +0300 MSK,311.787662,311.787662,311.787662,311.787662
TSLA,2021-10-11 10:59:00 +0300 MSK,418.592233,418.592233,418.592233,418.592233
AAPL,2021-10-11 11:00:00 +0300 MSK,111.441736,111.441736,111.441736,111.441736
SBER,2021-10-11 11:00:00 +0300 MSK,211.771527,211.771527,211.771527,211.771527
NVDA,2021-10-11 11:00:00 +0300 MSK,308.235254,308.235254,308.235254,308.235254
TSLA,2021-10-11 11:00:00 +0300 MSK,411.051608,411.051608,411.051608,411.051608
AAPL,2021-10-11 11:00:00 +0300 MSK,109.832148,109.832148,109.832148,109.832148
SBER,2021-10-11 11:00:00 +0300 MSK,219.159078,219.159078,219.159078,219.159078
