AAPL,2021-10-11 10:50:00 +0300 MSK,112.093206,117.306700,101.939390,111.896172
SBER,2021-10-11 10:50:00 +0300 MSK,218.810182,218.810182,201.182413,201.182413
NVDA,2021-10-11 10:50:00 +0300 MSK,313.291201,319.504832,301.312740,313.840492
TSLA,2021-10-11 10:50:00 +0300 MSK,408.754284,417.249829,400.566062,406.030454
AAPL,2021-10-11 10:50:00 +0300 MSK,103.465325,119.578587,103.465325,114.218144
SBER,2021-10-11 10:50:00 +0300 MSK,210.821997,219.098909,201.949092,211.275592
NVDA,2021-10-11 10:50:00 +0300 MSK,310.883111,319.538337,301.816746,312.989789
TSLA,2021-10-11 10:50:00 +0300 MSK,405.570152,414.604630,401.485820,411.035301
AAPL,2021-10-11 10:50:00 +0300 MSK,115.116470,117.926835,100.593426,109.168850
SBER,2021-10-11 10:50:00 +0300 MSK,208.076066,216.610678,200.038078,212.003312
NVDA,2021-10-11 10:50:00 +0300 MSK,302.613022,316.308103,300.010276,300.525303
TSLA,2021-10-11 10:50:00 +0300 MSK,419.719295,419.719295,404.776814,416.916656
AAPL,2021-10-11 10:50:00 +0300 MSK,104.993864,115.660699,100.503879,114.796516
SBER,2021-10-11 10:50:00 +0300 MSK,212.835686,219.513496,203.019281,213.080828
NVDA,2021-10-11 10:50:00 +0300 MSK,304.949332,315.944171,301.967676,301.967676
TSLA,2021-10-11 10:50:00 +0300 MSK,403.473117,418.592233,400.606451,410.407606
AAPL,2021-10-11 11:00:00 +0300 MSK,101.994593,116.529083,100.256518,115.615082
SBER,2021-10-11 11:00:00 +0300 MSK,203.036868,219.983190,200.613644,201.842352
NVDA,2021-10-11 11:00:00 +0300 MSK,301.523805,316.558562,301.069892,301.069892
TSLA,2021-10-11 11:00:00 +0300 MSK,406.304162,414.293916,402.233493,414.293916
NVDA,2021-10-11 11:00:00 +0300 MSK,301.523805,316.558562,301.069892,301.069892
TSLA,2021-10-11 11:00:00 +0300 MSK,406.304162,414.293916,402.233493,414.293916
AAPL,2021-10-11 11:00:00 +0300 MSK,101.994593,116.529083,100.256518,115.615082
SBER,2021-10-11 11:00:00 +0300 MSK,203.036868,219.983190,200.613644,201.842352
